date,state,death,death_confirmed,death_increase,death_probable,hospitalized,hospitalized_currently,hospitalized_increase,in_icu_cumulative,in_icu_currently,negative,negative_increase,negative_tests_antibody,Negative_Antibody_Tests_People,negative_tests_viral,on_ventilator_cumulative,on_ventilator_currently,positive,positive_cases_viral,positive_increase,Positive_Antibody_Test,Positive_Antigen_Test,Positive_Antibody_Test_People,positive_tests_people_antigen,positive_tests_viral,recovered,total_test_encounters_viral,total_test_encounters_viral_increase,total_test_results,total_test_results_increase,total_tests_antibody,total_tests_antigen,total_tests_people_antibody,total_tests_people_antigen,total_tests_people_viral,total_tests_people_viral_increase,total_tests_viral,total_tests_viral_increase
2020-10-20,RI,1164,0,5,0.0,3072.0,135.0,22,0.0,16.0,372406.0,1427,0.0,0.0,946494.0,0.0,6.0,28649.0,0.0,302,0.0,0.0,0.0,0.0,38826.0,0.0,985320.0,7409,985320.0,7409,0.0,0.0,0.0,0.0,401055.0,1729,0.0,0
2020-10-19,RI,1159,0,1,0.0,3050.0,124.0,0,0.0,16.0,370979.0,1017,0.0,0.0,939292.0,0.0,4.0,28347.0,0.0,85,0.0,0.0,0.0,0.0,38619.0,0.0,977911.0,2927,977911.0,2927,0.0,0.0,0.0,0.0,399326.0,1102,0.0,0
2020-10-18,RI,1158,0,0,0.0,3050.0,124.0,11,0.0,16.0,369962.0,3166,0.0,0.0,936469.0,0.0,4.0,28262.0,0.0,284,0.0,0.0,0.0,0.0,38515.0,0.0,974984.0,13977,974984.0,13977,0.0,0.0,0.0,0.0,398224.0,3450,0.0,0
2020-10-17,RI,1158,0,6,0.0,3039.0,125.0,24,0.0,13.0,366796.0,4310,0.0,0.0,922827.0,0.0,4.0,27978.0,0.0,287,0.0,0.0,0.0,0.0,38180.0,0.0,961007.0,25384,961007.0,25384,0.0,0.0,0.0,0.0,394774.0,4597,0.0,0
2020-10-16,RI,1152,0,3,0.0,3015.0,137.0,16,0.0,14.0,362486.0,3148,0.0,0.0,897780.0,0.0,5.0,27691.0,0.0,253,0.0,0.0,0.0,0.0,37843.0,0.0,935623.0,8439,935623.0,8439,0.0,0.0,0.0,0.0,390177.0,3401,0.0,0
2020-10-15,RI,1149,0,2,0.0,2999.0,129.0,15,0.0,12.0,359338.0,3439,0.0,0.0,889584.0,0.0,5.0,27438.0,0.0,274,0.0,0.0,0.0,0.0,37600.0,0.0,927184.0,14925,927184.0,14925,0.0,0.0,0.0,0.0,386776.0,3713,0.0,0
2020-10-14,RI,1147,0,8,0.0,2984.0,131.0,23,0.0,13.0,355899.0,2165,0.0,0.0,874953.0,0.0,4.0,27164.0,0.0,204,0.0,0.0,0.0,0.0,37306.0,0.0,912259.0,6610,912259.0,6610,0.0,0.0,0.0,0.0,383063.0,2369,0.0,0
2020-10-13,RI,1139,0,2,0.0,2961.0,126.0,0,0.0,13.0,353734.0,1465,0.0,0.0,868550.0,0.0,4.0,26960.0,0.0,129,0.0,0.0,0.0,0.0,37099.0,0.0,905649.0,5855,905649.0,5855,0.0,0.0,0.0,0.0,380694.0,1594,0.0,0
2020-10-12,RI,1137,0,3,0.0,2961.0,126.0,11,0.0,13.0,352269.0,1169,0.0,0.0,862835.0,0.0,4.0,26831.0,0.0,81,0.0,0.0,0.0,0.0,36959.0,0.0,899794.0,3344,899794.0,3344,0.0,0.0,0.0,0.0,379100.0,1250,0.0,0
2020-10-11,RI,1134,0,2,0.0,2950.0,125.0,16,0.0,13.0,351100.0,3829,0.0,0.0,859585.0,0.0,5.0,26750.0,0.0,170,0.0,0.0,0.0,0.0,36865.0,0.0,896450.0,13700,896450.0,13700,0.0,0.0,0.0,0.0,377850.0,3999,0.0,0
2020-10-10,RI,1132,0,2,0.0,2934.0,119.0,32,0.0,12.0,347271.0,5504,0.0,0.0,846115.0,0.0,5.0,26580.0,0.0,286,0.0,0.0,0.0,0.0,36635.0,0.0,882750.0,18112,882750.0,18112,0.0,0.0,0.0,0.0,373851.0,5790,0.0,0
2020-10-09,RI,1130,0,3,0.0,2902.0,112.0,13,0.0,10.0,341767.0,3498,0.0,0.0,828293.0,0.0,6.0,26294.0,0.0,249,0.0,0.0,0.0,0.0,36345.0,0.0,864638.0,5209,864638.0,5209,0.0,0.0,0.0,0.0,368061.0,3747,0.0,0
2020-10-08,RI,1127,0,1,0.0,2889.0,117.0,16,0.0,12.0,338269.0,6695,0.0,0.0,823284.0,0.0,6.0,26045.0,0.0,269,0.0,0.0,0.0,0.0,36145.0,0.0,859429.0,20947,859429.0,20947,0.0,0.0,0.0,0.0,364314.0,6964,0.0,0
2020-10-07,RI,1126,0,1,0.0,2873.0,107.0,24,0.0,10.0,331574.0,3089,0.0,0.0,802615.0,0.0,5.0,25776.0,0.0,180,0.0,0.0,0.0,0.0,35867.0,0.0,838482.0,10468,838482.0,10468,0.0,0.0,0.0,0.0,357350.0,3269,0.0,0
2020-10-06,RI,1125,0,4,0.0,2849.0,93.0,14,0.0,8.0,328485.0,2643,0.0,0.0,792349.0,0.0,4.0,25596.0,0.0,177,0.0,0.0,0.0,0.0,35665.0,0.0,828014.0,7709,828014.0,7709,0.0,0.0,0.0,0.0,354081.0,2820,0.0,0
2020-10-05,RI,1121,0,1,0.0,2835.0,92.0,0,0.0,7.0,325842.0,641,0.0,0.0,784802.0,0.0,4.0,25419.0,0.0,50,0.0,0.0,0.0,0.0,35503.0,0.0,820305.0,1553,820305.0,1553,0.0,0.0,0.0,0.0,351261.0,691,0.0,0
2020-10-04,RI,1120,0,1,0.0,2835.0,92.0,7,0.0,7.0,325201.0,1833,0.0,0.0,783311.0,0.0,4.0,25369.0,0.0,124,0.0,0.0,0.0,0.0,35441.0,0.0,818752.0,8801,818752.0,8801,0.0,0.0,0.0,0.0,350570.0,1957,0.0,0
2020-10-03,RI,1119,0,1,0.0,2828.0,94.0,28,0.0,6.0,323368.0,2535,0.0,0.0,774656.0,0.0,4.0,25245.0,0.0,169,0.0,0.0,0.0,0.0,35295.0,0.0,809951.0,12937,809951.0,12937,0.0,0.0,0.0,0.0,348613.0,2704,0.0,0
2020-10-02,RI,1118,0,1,0.0,2800.0,96.0,7,0.0,7.0,320833.0,2248,0.0,0.0,761937.0,0.0,7.0,25076.0,0.0,162,0.0,0.0,0.0,0.0,35077.0,0.0,797014.0,10814,797014.0,10814,0.0,0.0,0.0,0.0,345909.0,2410,0.0,0
2020-10-01,RI,1117,0,3,0.0,2793.0,94.0,11,0.0,6.0,318585.0,2732,0.0,0.0,751294.0,0.0,7.0,24914.0,0.0,166,0.0,0.0,0.0,0.0,34906.0,0.0,786200.0,16378,786200.0,16378,0.0,0.0,0.0,0.0,343499.0,2898,0.0,0
2020-09-30,RI,1114,0,1,0.0,2782.0,103.0,8,0.0,7.0,315853.0,2511,0.0,0.0,735136.0,0.0,6.0,24748.0,0.0,192,0.0,0.0,0.0,0.0,34686.0,0.0,769822.0,9594,769822.0,9594,0.0,0.0,0.0,0.0,340601.0,2703,0.0,0
2020-09-29,RI,1113,0,3,0.0,2774.0,103.0,49,0.0,8.0,313342.0,2082,0.0,0.0,725449.0,0.0,5.0,24556.0,0.0,132,0.0,0.0,0.0,0.0,34779.0,0.0,760228.0,7072,760228.0,7072,0.0,0.0,0.0,0.0,337898.0,2214,0.0,0
2020-09-28,RI,1110,0,0,0.0,2725.0,94.0,0,0.0,8.0,311260.0,538,0.0,0.0,718555.0,0.0,4.0,24424.0,0.0,26,0.0,0.0,0.0,0.0,34601.0,0.0,753156.0,2008,753156.0,2008,0.0,0.0,0.0,0.0,335684.0,564,0.0,0
2020-09-27,RI,1110,0,0,0.0,2725.0,94.0,0,0.0,8.0,310722.0,1858,0.0,0.0,716584.0,0.0,4.0,24398.0,0.0,114,0.0,0.0,0.0,0.0,34564.0,0.0,751148.0,9185,751148.0,9185,0.0,0.0,0.0,0.0,335120.0,1972,0.0,0
2020-09-26,RI,1110,0,3,0.0,2725.0,94.0,0,0.0,8.0,308864.0,3011,0.0,0.0,707512.0,0.0,4.0,24284.0,0.0,103,0.0,0.0,0.0,0.0,34451.0,0.0,741963.0,14494,741963.0,14494,0.0,0.0,0.0,0.0,333148.0,3114,0.0,0
2020-09-25,RI,1107,0,1,0.0,2725.0,94.0,0,0.0,8.0,305853.0,2581,0.0,0.0,693170.0,0.0,4.0,24181.0,0.0,-130,0.0,0.0,0.0,0.0,34299.0,0.0,727469.0,10422,727469.0,10422,0.0,0.0,0.0,0.0,330034.0,2451,0.0,0
2020-09-24,RI,1106,0,4,0.0,2725.0,94.0,12,0.0,8.0,303272.0,2329,0.0,0.0,682936.0,0.0,4.0,24311.0,0.0,134,0.0,0.0,0.0,0.0,34111.0,0.0,717047.0,10469,717047.0,10469,0.0,0.0,0.0,0.0,327583.0,2463,0.0,0
2020-09-23,RI,1102,0,3,0.0,2713.0,86.0,9,0.0,9.0,300943.0,2596,0.0,0.0,672626.0,0.0,5.0,24177.0,0.0,133,0.0,0.0,0.0,0.0,33952.0,0.0,706578.0,9770,706578.0,9770,0.0,0.0,0.0,0.0,325120.0,2729,0.0,0
2020-09-22,RI,1099,0,2,0.0,2704.0,82.0,11,0.0,10.0,298347.0,1713,0.0,0.0,663017.0,0.0,7.0,24044.0,0.0,112,0.0,0.0,0.0,0.0,33791.0,0.0,696808.0,6527,696808.0,6527,0.0,0.0,0.0,0.0,322391.0,1825,0.0,0
2020-09-21,RI,1097,0,3,0.0,2693.0,78.0,0,0.0,10.0,296634.0,711,0.0,0.0,656610.0,0.0,4.0,23932.0,0.0,52,0.0,0.0,0.0,0.0,33671.0,0.0,690281.0,2136,690281.0,2136,0.0,0.0,0.0,0.0,320566.0,763,0.0,0
2020-09-20,RI,1094,0,3,0.0,2693.0,78.0,6,0.0,10.0,295923.0,1705,0.0,0.0,654538.0,0.0,4.0,23880.0,0.0,82,0.0,0.0,0.0,0.0,33607.0,0.0,688145.0,8291,688145.0,8291,0.0,0.0,0.0,0.0,319803.0,1787,0.0,0
2020-09-19,RI,1091,0,3,0.0,2687.0,75.0,12,0.0,11.0,294218.0,2283,0.0,0.0,646405.0,0.0,4.0,23798.0,0.0,178,0.0,0.0,0.0,0.0,33449.0,0.0,679854.0,4746,679854.0,4746,0.0,0.0,0.0,0.0,318016.0,2461,0.0,0
2020-09-18,RI,1088,0,3,0.0,2675.0,85.0,7,0.0,7.0,291935.0,2148,0.0,0.0,641632.0,0.0,6.0,23620.0,0.0,132,0.0,0.0,0.0,0.0,33476.0,0.0,675108.0,9182,675108.0,9182,0.0,0.0,0.0,0.0,315555.0,2280,0.0,0
2020-09-17,RI,1085,0,4,0.0,2668.0,88.0,6,0.0,9.0,289787.0,1801,0.0,0.0,632591.0,0.0,5.0,23488.0,0.0,130,0.0,0.0,0.0,0.0,33335.0,0.0,665926.0,11823,665926.0,11823,0.0,0.0,0.0,0.0,313275.0,1931,0.0,0
2020-09-16,RI,1081,0,3,0.0,2662.0,84.0,12,0.0,9.0,287986.0,1195,0.0,0.0,620944.0,0.0,5.0,23358.0,0.0,108,0.0,0.0,0.0,0.0,33159.0,0.0,654103.0,11536,654103.0,11536,0.0,0.0,0.0,0.0,311344.0,1303,0.0,0
2020-09-15,RI,1078,0,3,0.0,2650.0,81.0,6,0.0,9.0,286791.0,1724,0.0,0.0,609747.0,0.0,5.0,23250.0,0.0,120,0.0,0.0,0.0,0.0,32820.0,0.0,642567.0,6849,642567.0,6849,0.0,0.0,0.0,0.0,310041.0,1844,0.0,0
2020-09-14,RI,1075,0,0,0.0,2644.0,80.0,0,0.0,7.0,285067.0,682,0.0,0.0,603012.0,0.0,4.0,23130.0,0.0,32,0.0,0.0,0.0,0.0,32706.0,0.0,635718.0,2208,635718.0,2208,0.0,0.0,0.0,0.0,308197.0,714,0.0,0
2020-09-13,RI,1075,0,3,0.0,2644.0,80.0,5,0.0,7.0,284385.0,1248,0.0,0.0,600850.0,0.0,4.0,23098.0,0.0,99,0.0,0.0,0.0,0.0,32660.0,0.0,633510.0,5419,633510.0,5419,0.0,0.0,0.0,0.0,307483.0,1347,0.0,0
2020-09-12,RI,1072,0,1,0.0,2639.0,80.0,19,0.0,8.0,283137.0,3019,0.0,0.0,595533.0,0.0,4.0,22999.0,0.0,94,0.0,0.0,0.0,0.0,32558.0,0.0,628091.0,12408,628091.0,12408,0.0,0.0,0.0,0.0,306136.0,3113,0.0,0
2020-09-11,RI,1071,0,4,0.0,2620.0,80.0,9,0.0,8.0,280118.0,1587,0.0,0.0,583094.0,0.0,3.0,22905.0,0.0,123,0.0,0.0,0.0,0.0,32589.0,0.0,615683.0,8777,615683.0,8777,0.0,0.0,0.0,0.0,303023.0,1710,0.0,0
2020-09-10,RI,1067,0,5,0.0,2611.0,76.0,7,0.0,5.0,278531.0,2193,0.0,0.0,574481.0,0.0,3.0,22782.0,0.0,106,0.0,0.0,0.0,0.0,32425.0,0.0,606906.0,8589,606906.0,8589,0.0,0.0,0.0,0.0,301313.0,2299,0.0,0
2020-09-09,RI,1062,0,3,0.0,2604.0,82.0,15,0.0,4.0,276338.0,7491,0.0,0.0,566014.0,0.0,3.0,22676.0,0.0,84,0.0,0.0,0.0,0.0,32303.0,0.0,598317.0,15705,598317.0,15705,0.0,0.0,0.0,0.0,299014.0,7575,0.0,0
2020-09-08,RI,1059,0,0,0.0,2589.0,73.0,0,0.0,5.0,268847.0,390,0.0,0.0,550797.0,0.0,3.0,22592.0,0.0,20,0.0,0.0,0.0,0.0,31815.0,0.0,582612.0,1438,582612.0,1438,0.0,0.0,0.0,0.0,291439.0,410,0.0,0
2020-09-07,RI,1059,0,1,0.0,2589.0,73.0,2,0.0,5.0,268457.0,1768,0.0,0.0,549388.0,0.0,3.0,22572.0,0.0,53,0.0,0.0,0.0,0.0,31786.0,0.0,581174.0,4011,581174.0,4011,0.0,0.0,0.0,0.0,291029.0,1821,0.0,0
2020-09-06,RI,1058,0,0,0.0,2587.0,79.0,6,0.0,7.0,266689.0,1486,0.0,0.0,545448.0,0.0,3.0,22519.0,0.0,35,0.0,0.0,0.0,0.0,31715.0,0.0,577163.0,6234,577163.0,6234,0.0,0.0,0.0,0.0,289208.0,1521,0.0,0
2020-09-05,RI,1058,0,3,0.0,2581.0,82.0,22,0.0,9.0,265203.0,3440,0.0,0.0,539262.0,0.0,4.0,22484.0,0.0,241,0.0,0.0,0.0,0.0,31667.0,0.0,570929.0,13407,570929.0,13407,0.0,0.0,0.0,0.0,287687.0,3681,0.0,0
2020-09-04,RI,1055,0,0,0.0,2559.0,76.0,19,0.0,8.0,261763.0,2273,0.0,0.0,525975.0,0.0,4.0,22243.0,0.0,100,0.0,0.0,0.0,0.0,31547.0,0.0,557522.0,9929,557522.0,9929,0.0,0.0,0.0,0.0,284006.0,2373,0.0,0
2020-09-03,RI,1055,0,4,0.0,2540.0,68.0,-2,0.0,7.0,259490.0,2927,0.0,0.0,516146.0,0.0,4.0,22143.0,0.0,65,0.0,0.0,0.0,0.0,31447.0,0.0,547593.0,11454,547593.0,11454,0.0,0.0,0.0,0.0,281633.0,2992,0.0,0
2020-09-02,RI,1051,0,1,0.0,2542.0,78.0,14,0.0,8.0,256563.0,2083,0.0,0.0,504777.0,0.0,4.0,22078.0,0.0,76,0.0,0.0,0.0,0.0,31362.0,0.0,536139.0,5651,536139.0,5651,0.0,0.0,0.0,0.0,278641.0,2159,0.0,0
2020-09-01,RI,1050,0,2,0.0,2528.0,81.0,9,0.0,8.0,254480.0,2532,0.0,0.0,499207.0,0.0,5.0,22002.0,0.0,53,0.0,0.0,0.0,0.0,31281.0,0.0,530488.0,6074,530488.0,6074,0.0,0.0,0.0,0.0,276482.0,2585,0.0,0
2020-08-31,RI,1048,0,1,0.0,2519.0,77.0,0,0.0,9.0,251948.0,1835,0.0,0.0,493216.0,0.0,5.0,21949.0,0.0,46,0.0,0.0,0.0,0.0,31198.0,0.0,524414.0,3936,524414.0,3936,0.0,0.0,0.0,0.0,273897.0,1881,0.0,0
2020-08-30,RI,1047,0,0,0.0,2519.0,77.0,5,0.0,9.0,250113.0,1759,0.0,0.0,489343.0,0.0,5.0,21903.0,0.0,46,0.0,0.0,0.0,0.0,31135.0,0.0,520478.0,5336,520478.0,5336,0.0,0.0,0.0,0.0,272016.0,1805,0.0,0
2020-08-29,RI,1047,0,1,0.0,2514.0,80.0,18,0.0,8.0,248354.0,3246,0.0,0.0,484071.0,0.0,6.0,21857.0,0.0,174,0.0,0.0,0.0,0.0,31071.0,0.0,515142.0,10238,515142.0,10238,0.0,0.0,0.0,0.0,270211.0,3420,0.0,0
2020-08-28,RI,1046,0,2,0.0,2496.0,81.0,11,0.0,8.0,245108.0,3284,0.0,0.0,473951.0,0.0,4.0,21683.0,0.0,94,0.0,0.0,0.0,0.0,30953.0,0.0,504904.0,9329,504904.0,9329,0.0,0.0,0.0,0.0,266791.0,3378,0.0,0
2020-08-27,RI,1044,0,3,0.0,2485.0,82.0,7,0.0,10.0,241824.0,3648,0.0,0.0,464703.0,0.0,3.0,21589.0,0.0,135,0.0,0.0,0.0,0.0,30872.0,0.0,495575.0,10549,495575.0,10549,0.0,0.0,0.0,0.0,263413.0,3783,0.0,0
2020-08-26,RI,1041,0,2,0.0,2478.0,80.0,4,0.0,11.0,238176.0,1759,0.0,0.0,454329.0,0.0,4.0,21454.0,0.0,82,0.0,0.0,0.0,0.0,30697.0,0.0,485026.0,5643,485026.0,5643,0.0,0.0,0.0,0.0,259630.0,1841,0.0,0
2020-08-25,RI,1039,0,4,0.0,2474.0,87.0,14,0.0,11.0,236417.0,3045,0.0,0.0,448943.0,0.0,2.0,21372.0,0.0,70,0.0,0.0,0.0,0.0,30440.0,0.0,479383.0,5713,479383.0,5713,0.0,0.0,0.0,0.0,257789.0,3115,0.0,0
2020-08-24,RI,1035,0,0,0.0,2460.0,80.0,0,0.0,11.0,233372.0,2064,0.0,0.0,443325.0,0.0,4.0,21302.0,0.0,39,0.0,0.0,0.0,0.0,30345.0,0.0,473670.0,3508,473670.0,3508,0.0,0.0,0.0,0.0,254674.0,2103,0.0,0
2020-08-23,RI,1035,0,0,0.0,2460.0,80.0,5,0.0,11.0,231308.0,2357,0.0,0.0,439862.0,0.0,4.0,21263.0,0.0,88,0.0,0.0,0.0,0.0,30300.0,0.0,470162.0,5490,470162.0,5490,0.0,0.0,0.0,0.0,252571.0,2445,0.0,0
2020-08-22,RI,1035,0,5,0.0,2455.0,87.0,17,0.0,9.0,228951.0,4119,0.0,0.0,434461.0,0.0,4.0,21175.0,0.0,153,0.0,0.0,0.0,0.0,30211.0,0.0,464672.0,9695,464672.0,9695,0.0,0.0,0.0,0.0,250126.0,4272,0.0,0
2020-08-21,RI,1030,0,2,0.0,2438.0,81.0,7,0.0,9.0,224832.0,5940,0.0,0.0,424955.0,0.0,5.0,21022.0,0.0,151,0.0,0.0,0.0,0.0,30022.0,0.0,454977.0,10403,454977.0,10403,0.0,0.0,0.0,0.0,245854.0,6091,0.0,0
2020-08-20,RI,1028,0,1,0.0,2431.0,84.0,12,0.0,8.0,218892.0,-18627,0.0,0.0,414743.0,0.0,4.0,20871.0,0.0,76,0.0,0.0,0.0,0.0,29831.0,0.0,444574.0,4447,444574.0,4447,0.0,0.0,0.0,0.0,239763.0,-18551,0.0,0
2020-08-19,RI,1027,0,3,0.0,2419.0,82.0,14,0.0,8.0,237519.0,22048,0.0,0.0,410389.0,0.0,5.0,20795.0,0.0,103,0.0,0.0,0.0,0.0,29738.0,0.0,440127.0,3936,440127.0,3936,0.0,0.0,0.0,0.0,258314.0,22151,0.0,0
2020-08-18,RI,1024,0,1,0.0,2405.0,78.0,25,0.0,8.0,215471.0,2221,0.0,0.0,406669.0,0.0,4.0,20692.0,0.0,120,0.0,0.0,0.0,0.0,29522.0,0.0,436191.0,5186,436191.0,5186,0.0,0.0,0.0,0.0,236163.0,2341,0.0,0
2020-08-17,RI,1023,0,1,0.0,2380.0,80.0,0,0.0,11.0,213250.0,686,0.0,0.0,401688.0,0.0,3.0,20572.0,0.0,58,0.0,0.0,0.0,0.0,29317.0,0.0,431005.0,2028,431005.0,2028,0.0,0.0,0.0,0.0,233822.0,744,0.0,0
2020-08-16,RI,1022,0,0,0.0,2380.0,80.0,5,0.0,11.0,212564.0,1237,0.0,0.0,399731.0,0.0,3.0,20514.0,0.0,75,0.0,0.0,0.0,0.0,29246.0,0.0,428977.0,3662,428977.0,3662,0.0,0.0,0.0,0.0,233078.0,1312,0.0,0
2020-08-15,RI,1022,0,1,0.0,2375.0,85.0,25,0.0,11.0,211327.0,1797,0.0,0.0,396161.0,0.0,2.0,20439.0,0.0,104,0.0,0.0,0.0,0.0,29154.0,0.0,425315.0,4582,425315.0,4582,0.0,0.0,0.0,0.0,231766.0,1901,0.0,0
2020-08-14,RI,1021,0,2,0.0,2350.0,79.0,9,0.0,8.0,209530.0,1296,0.0,0.0,390466.0,0.0,3.0,20335.0,0.0,95,0.0,0.0,0.0,0.0,29007.0,0.0,420733.0,4530,420733.0,4530,0.0,0.0,0.0,0.0,229865.0,1391,0.0,0
2020-08-13,RI,1019,0,1,0.0,2341.0,80.0,5,0.0,10.0,208234.0,2230,0.0,0.0,387294.0,0.0,4.0,20240.0,0.0,111,0.0,0.0,0.0,0.0,28909.0,0.0,416203.0,4154,416203.0,4154,0.0,0.0,0.0,0.0,228474.0,2341,0.0,0
2020-08-12,RI,1018,0,2,0.0,2336.0,89.0,19,0.0,9.0,206004.0,1887,0.0,0.0,382951.0,0.0,3.0,20129.0,0.0,76,0.0,0.0,0.0,0.0,28776.0,0.0,412049.0,3975,412049.0,3975,0.0,0.0,0.0,0.0,226133.0,1963,0.0,-409435
2020-08-11,RI,1016,0,1,0.0,2317.0,88.0,6,0.0,9.0,204117.0,1704,0.0,0.0,380599.0,0.0,2.0,20053.0,0.0,119,0.0,0.0,0.0,0.0,28836.0,0.0,408074.0,4142,408074.0,4142,0.0,0.0,0.0,0.0,224170.0,1823,409435.0,4283
2020-08-10,RI,1015,0,0,0.0,2311.0,93.0,0,0.0,8.0,202413.0,829,0.0,0.0,376445.0,0.0,2.0,19934.0,0.0,28,0.0,0.0,0.0,0.0,28707.0,0.0,403932.0,1557,403932.0,1557,0.0,0.0,0.0,0.0,222347.0,857,405152.0,1406
2020-08-09,RI,1015,0,0,0.0,2311.0,93.0,17,0.0,8.0,201584.0,1451,0.0,0.0,375072.0,0.0,2.0,19906.0,0.0,74,0.0,0.0,0.0,0.0,28674.0,0.0,402375.0,3399,402375.0,3399,0.0,0.0,0.0,0.0,221490.0,1525,403746.0,3339
2020-08-08,RI,1015,0,1,0.0,2294.0,82.0,18,0.0,9.0,200133.0,1898,0.0,0.0,371831.0,0.0,2.0,19832.0,0.0,94,0.0,0.0,0.0,0.0,28576.0,0.0,398976.0,4227,398976.0,4227,0.0,0.0,0.0,0.0,219965.0,1992,400407.0,4609
2020-08-07,RI,1014,0,0,0.0,2276.0,84.0,12,0.0,10.0,198235.0,2123,0.0,0.0,367327.0,0.0,4.0,19738.0,0.0,127,0.0,0.0,0.0,0.0,28471.0,0.0,394749.0,4780,394749.0,4780,0.0,0.0,0.0,0.0,217973.0,2250,395798.0,5320
2020-08-06,RI,1014,0,2,0.0,2264.0,83.0,16,0.0,11.0,196112.0,2058,0.0,0.0,362179.0,0.0,4.0,19611.0,0.0,130,0.0,0.0,0.0,0.0,28299.0,0.0,389969.0,5482,389969.0,5482,0.0,0.0,0.0,0.0,215723.0,2188,390478.0,5576
2020-08-05,RI,1012,0,1,0.0,2248.0,79.0,6,0.0,14.0,194054.0,1491,0.0,0.0,356757.0,0.0,5.0,19481.0,0.0,91,0.0,0.0,0.0,0.0,28145.0,0.0,384487.0,3514,384487.0,3514,0.0,0.0,0.0,0.0,213535.0,1582,384902.0,3424
2020-08-04,RI,1011,0,1,0.0,2242.0,80.0,11,0.0,14.0,192563.0,1743,0.0,0.0,353449.0,0.0,6.0,19390.0,0.0,144,0.0,0.0,0.0,0.0,28029.0,0.0,380973.0,4964,380973.0,4964,0.0,0.0,0.0,0.0,211953.0,1887,381478.0,4807
2020-08-03,RI,1010,0,3,0.0,2231.0,80.0,20,0.0,14.0,190820.0,3826,0.0,0.0,348793.0,0.0,5.0,19246.0,0.0,224,0.0,0.0,0.0,0.0,27878.0,0.0,376009.0,2733,376009.0,2733,0.0,0.0,0.0,0.0,210066.0,4050,376671.0,11605
2020-08-02,RI,1007,0,0,0.0,2211.0,76.0,0,0.0,15.0,186994.0,0,0.0,0.0,337466.0,0.0,5.0,19022.0,0.0,0,0.0,0.0,0.0,0.0,27600.0,0.0,373276.0,3974,373276.0,3974,0.0,0.0,0.0,0.0,206016.0,0,365066.0,0
2020-08-01,RI,1007,0,0,0.0,2211.0,76.0,0,0.0,15.0,186994.0,0,0.0,0.0,337466.0,0.0,5.0,19022.0,0.0,0,0.0,0.0,0.0,0.0,27600.0,0.0,369302.0,5176,369302.0,5176,0.0,0.0,0.0,0.0,206016.0,0,365066.0,0
2020-07-31,RI,1007,0,0,0.0,2211.0,76.0,9,0.0,15.0,186994.0,1425,0.0,0.0,337466.0,0.0,5.0,19022.0,0.0,72,0.0,0.0,0.0,0.0,27600.0,0.0,364126.0,4031,364126.0,4031,0.0,0.0,0.0,0.0,206016.0,1497,365066.0,4119
2020-07-30,RI,1007,0,0,0.0,2202.0,77.0,7,0.0,13.0,185569.0,1904,0.0,0.0,333452.0,0.0,5.0,18950.0,0.0,150,0.0,0.0,0.0,0.0,27495.0,0.0,360095.0,4899,360095.0,4899,0.0,0.0,0.0,0.0,204519.0,2054,360947.0,4761
2020-07-29,RI,1007,0,2,0.0,2195.0,74.0,13,0.0,12.0,183665.0,1430,0.0,0.0,328838.0,0.0,6.0,18800.0,0.0,75,0.0,0.0,0.0,0.0,27348.0,0.0,355196.0,3724,355196.0,3724,0.0,0.0,0.0,0.0,202465.0,1505,356186.0,3686
2020-07-28,RI,1005,0,1,0.0,2182.0,68.0,8,0.0,10.0,182235.0,4132,0.0,0.0,325253.0,0.0,7.0,18725.0,0.0,210,0.0,0.0,0.0,0.0,27247.0,0.0,351472.0,4037,351472.0,4037,0.0,0.0,0.0,0.0,200960.0,4342,352500.0,6848
2020-07-27,RI,1004,0,2,0.0,2174.0,71.0,28,0.0,8.0,178103.0,6299,0.0,0.0,318691.0,0.0,6.0,18515.0,0.0,291,0.0,0.0,0.0,0.0,26961.0,0.0,347435.0,3001,347435.0,3001,0.0,0.0,0.0,0.0,196618.0,6590,345652.0,16096
2020-07-26,RI,1002,0,0,0.0,2146.0,66.0,0,0.0,6.0,171804.0,0,0.0,0.0,302963.0,0.0,5.0,18224.0,0.0,0,0.0,0.0,0.0,0.0,26593.0,0.0,344434.0,4371,344434.0,4371,0.0,0.0,0.0,0.0,190028.0,0,329556.0,0
2020-07-25,RI,1002,0,0,0.0,2146.0,66.0,0,0.0,6.0,171804.0,0,0.0,0.0,302963.0,0.0,5.0,18224.0,0.0,0,0.0,0.0,0.0,0.0,26593.0,0.0,340063.0,5825,340063.0,5825,0.0,0.0,0.0,0.0,190028.0,0,329556.0,0
2020-07-24,RI,1002,0,1,0.0,2146.0,66.0,9,0.0,6.0,171804.0,613,0.0,0.0,302963.0,0.0,5.0,18224.0,0.0,76,0.0,0.0,0.0,0.0,26593.0,0.0,334238.0,4166,334238.0,4166,0.0,0.0,0.0,0.0,190028.0,689,329556.0,3577
2020-07-23,RI,1001,0,4,0.0,2137.0,67.0,10,0.0,7.0,171191.0,2397,0.0,0.0,299490.0,0.0,4.0,18148.0,0.0,86,0.0,0.0,0.0,0.0,26489.0,0.0,330072.0,3895,330072.0,3895,0.0,0.0,0.0,0.0,189339.0,2483,325979.0,4107
